slug,company_name,url,subcategory,funding_stage,hq_country,primary_market,target_icp,nav_top_items,nav_item_count,nav_architecture,nav_aesthetic,nav_sticky_on_scroll,has_pricing_link,primary_cta_copy,primary_cta_type,hero_layout,hero_h1,hero_h1_word_count,hero_says_word_AI,has_subheadline,subhead_word_count,hero_copy_bucket,hero_imagery_type,hero_has_video_or_animation,hero_cta_copy,hero_cta_contextual,nav_cta_matches_hero_cta,has_logo_panel,logo_count_visible,logo_treatment,logos_clickable_to_case_studies,has_testimonials,testimonial_format,has_named_usage_stat,usage_stat_copy,has_g2_or_review_badges,review_platforms,has_compliance_badges,compliance_list,features_layout,feature_count_on_home,has_interactive_demo,has_code_snippet,has_how_it_works_steps,has_before_after,has_use_case_tabs,has_integrations_grid,mentions_competitor_by_name,explains_with,aesthetic_bucket,uses_gradients,background_style,primary_color_hex,palette_hex,dark_mode_support,type_pairing,headline_font_family,body_font_family,h1_size_bucket,icon_style,image_treatment,has_3d_webgl,animation_tech,has_resources_section,resources_dynamic,resources_types,blog_recent_post_date,has_public_changelog,footer_link_columns,footer_links_match_nav,has_dynamic_footer,has_pre_footer_cta_block,has_newsletter_signup,has_status_page_link,copyright_year,has_faq_section,has_announcement_banner,has_chatbot,chatbot_proactive,lead_capture_style,has_email_in_hero,analytics_stack,has_cookie_consent,js_framework_detected,rendering_mode,agent_can_read_hero,js_heavy_blocks_agent,has_llms_txt,has_robots_txt,blocks_gptbot,structured_data_types,has_pricing_page,pricing_is_open,pricing_model,tier_count,annual_monthly_toggle,has_free_tier,has_free_trial,currency_localized,has_feature_comparison,has_roi_calculator,most_popular_tier_highlighted,credit_card_required_for_trial,slug1_url,slug1_type,slug1_layout,slug1_has_video,slug1_word_count_bucket,slug1_has_named_customer_quote,slug2_url,slug2_type,slug2_layout,slug2_has_video,slug2_word_count_bucket,slug2_has_named_customer_quote,content_surface_type,blog_post_volume_bucket,docs_depth,has_search_on_content,mentions_authors,voice_bucket,jargon_density,uses_word_revolutionary,has_manifesto_or_why_page,has_founder_photo_or_signature,mentions_named_personas,tone_consistency,has_share_to_llm_buttons,cms_detected,hosting_detected,has_cdn_in_headers,cookie_count_on_load,total_external_scripts,lighthouse_perf_bucket,primary_conversion_inferred,total_cta_count_on_home,cta_consistency,social_signin_options,form_field_count_if_form,confidence_overall,missing_data_count,screenshots_captured,most_distinctive_design_choice,most_questionable_design_choice,something_unique_not_seen_elsewhere,one_line_site_summary,surprise_note
ragas-io,Ragas,https://ragas.io,dev-tools,seed,us,global,developer,"[""Docs"", ""Blog"", ""Github"", ""Community"", ""Careers\n3"", ""Contact Us""]",6,product-led,floating-pill,,False,Contact Us,contact-sales,asymmetric,ragas,1,False,True,6,feature-list,typography-only,False,talk to founders,True,,False,0,none,,True,tweet-embed,,,False,[],True,"[""PCI""]",list,3,False,False,False,False,False,False,False,code,terminal-hacker,False,patterned,#d4a135,"[""#d4a135"", ""#ffffff"", ""#000000"", ""#4a4a4a""]",False,unknown,__Tenor_Sans_d4b61f,Satoshi-Variable,96+,custom-illustrated,abstract-art,False,unknown,True,,"[""blog"", ""case-studies""]",,False,0,,,False,False,True,0,True,False,False,,none,False,[],False,next,ssr,True,False,False,False,False,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,https://docs.ragas.io/,other,long-scroll,False,300-1000,,https://blog.ragas.io/,other,long-scroll,False,<300,,blog,0-10,basic,False,False,founder-voice,high,False,False,False,False,consistent,False,custom,vercel,True,0,9,unknown,contact-sales,13,consistent,[],0,medium,21,4,Geometric network diagram overlay with gold connecting lines creating visual hierarchy for LLM architecture concepts,High jargon density without explanation may alienate non-ML developers; terminal-style hero layout risks appearing niche,Network topology visualization as decorative hero element communicating LLM application complexity without explanation,Ragas is an LLM evaluation framework targeting developers with automated metrics and synthetic data generation for production apps.,
orbitshift-ai,OrbitShift,https://orbitshift.ai/,sales-enablement,seed,india,global,exec,"[""Customers"", ""Resources"", ""Pricing""]",3,audience-led,traditional-bar,,True,Request a Demo,book-demo,1col-centered,System of works for account based sales teams,8,False,True,20,benefit-first,collage,False,Products,True,,True,32,grayscale-static,,True,video,,,True,"[""Gartner""]",True,"[""SOC2"", ""GDPR"", ""ISO27001""]",none,0,False,False,False,False,False,False,False,mixed,corporate-clean,True,gradient,#7c3aed,"[""#7c3aed"", ""#ffffff"", ""#1a1a1a"", ""#ffa500""]",False,sans-sans,Funnel Display,Inter,40-64,custom-illustrated,abstract-art,False,unknown,True,,"[""blog"", ""webinar"", ""report""]",,False,0,,,True,False,False,0,False,False,False,,book-demo-only,False,[],False,next,ssr,True,False,False,True,False,[],True,True,tier,4,True,True,True,False,False,False,False,,https://orbitshift.ai/customers,customers,long-scroll,False,300-1000,,https://orbitshift.ai/resources,other,long-scroll,False,300-1000,,blog,0-10,basic,False,True,corporate,medium,False,False,False,False,consistent,False,sanity,aws,True,0,15,unknown,book-demo,19,consistent,[],0,high,19,5,"Purple gradient hero with curved abstract shapes creating premium, tech-forward aesthetic while maintaining clarity",Privacy popup overlay obscures critical content and customer logos during initial view,Multi-agent orchestration positioning combined with 'revenue agents' language differentiates from traditional sales-enablement narrative,Enterprise sales platform positioning AI-driven account orchestration for ABM teams with consistent demo-first conversion model.,
superagi-com,SuperAGI,https://superagi.com,agent-platforms,series-a,us,global,developer,"[""I Assistant"", ""Add Apps""]",2,product-led,minimal,,False,Sign up for free,sign-up,1col-centered,Get Work done with SuperAGI,5,False,True,10,benefit-first,collage,False,Sign up for free,True,,False,0,none,,True,anonymous-quote,,,False,[],False,[],cards-grid,8,True,False,False,False,False,False,False,text-only,tech-minimal,False,solid,#131315,"[""#131315"", ""#ffffff"", ""#f5f5f5""]",False,all-serif,Proxima Nova,ui-sans-serif,<40px,custom-illustrated,none,False,unknown,False,,[],,False,0,,,False,False,False,2026,False,False,True,,inline-form,False,"[""GA4""]",False,custom-react,ssr,True,False,True,True,False,[],True,False,usage-based,1,False,True,True,True,False,True,True,,https://superagi.com/,other,long-scroll,False,300-1000,,https://superagi.com/market,other,long-scroll,False,300-1000,,none,unknown,none,,,corporate,medium,False,False,False,False,consistent,False,unknown,aws,True,11,17,unknown,self-sign-up,45,consistent,[],0,medium,24,5,Conversational AI input field as primary hero CTA with non-human expert chatbot option,Hybrid human/AI expert messaging might confuse enterprise buyers about support model,Dual expert system offering (human + AI agent) for customer engagement and demos,Platform for deploying 50+ AI-native apps and agents with a freemium conversational onboarding model,Non-Human AI SuperAGI Expert positioned as legitimate alternative to human expert calls
kombai-com,Kombai,https://kombai.com,design-tooling,seed,india,global,developer,"[""Features"", ""Pricing"", ""Docs"", ""Changelog"", ""Support""]",5,product-led,traditional-bar,,True,Get Started,sign-up,1col-centered,The AI Agent Built for Frontend,6,True,True,27,benefit-first,collage,False,Sign In,True,,False,0,none,,True,video,,,True,"[""ProductHunt""]",True,"[""SOC2""]",cards-grid,3,False,False,False,False,False,True,False,mixed,tech-minimal,False,solid,#48de94,"[""#48de94"", ""#ffffff"", ""#000000"", ""#3a3a3a""]",False,sans-sans,Manrope,Manrope,64-96,custom-illustrated,abstract-art,False,unknown,True,,"[""blog"", ""docs""]",,True,2,,,False,False,True,0,False,False,False,,book-demo-only,False,"[""GA4"", ""HubSpot"", ""Posthog""]",False,next,ssr,True,False,True,True,False,"[""Organization"", ""SoftwareApplication"", ""WebSite""]",True,True,tier,6,True,True,False,False,False,False,False,,https://kombai.com/features/,features,long-scroll,True,300-1000,,https://docs.kombai.com/,other,long-scroll,False,300-1000,,blog,10-50,basic,False,True,authoritative,medium,False,False,False,False,consistent,False,sanity,vercel,True,7,40,unknown,self-sign-up,9,consistent,[],0,high,17,5,Neon mint green accent on pure black with minimal typography hierarchy creates bold tech-forward aesthetic,Three feature cards below hero lack visual differentiation or interaction hints; unclear if scrollable or static,AI-first frontend tooling positioned explicitly for browser-based development with 400+ framework support callout,"AI agent for frontend developers combining specialized skills, deep browser access, and repository understanding.",
www-latentforce-ai,LatentForce,https://www.latentforce.ai/,coding-agents,seed,india,global,developer,"[""BLOG"", ""TRY NOW"", ""Blog"", ""Try Now""]",4,product-led,traditional-bar,,False,GET EARLY ACCESS,contact-sales,1col-centered,Make Your Codebase Agent-Ready.,4,False,True,17,benefit-first,big-image,False,Standard,True,,True,24,grayscale-static,,False,none,,,False,[],False,[],cards-grid,3,False,False,True,False,False,False,False,text-only,tech-minimal,False,solid,#ff6b35,"[""#ff6b35"", ""#ffffff"", ""#1a1a1a"", ""#666666""]",False,all-serif,Fraunces,-apple-system,96+,none,none,False,unknown,True,,"[""blog""]",,False,0,,,False,False,False,2026,False,False,False,,book-demo-only,False,[],False,unknown,spa,False,True,True,True,False,[],True,True,usage-based,0,False,False,False,False,False,False,False,,https://blogs.latentforce.ai,other,long-scroll,False,<300,,https://try.latentforce.ai/,other,long-scroll,False,<300,,blog,0-10,basic,False,True,authoritative,medium,False,False,False,False,consistent,False,unknown,unknown,False,0,1,unknown,contact-sales,23,consistent,[],0,medium,24,5,"Monochrome dark background with large serif italic headline, bold orange accent color for key words and CTAs creating stark contrast.",No hero image or visual demo; purely text-based value prop may not immediately communicate product functionality to first-time visitors.,Context Graph framing for AI agents; positioned as infrastructure layer enabling agents to understand codebases before modification.,LatentForce enables AI coding agents to understand and modify codebases safely via a persistent context layer.,
inferless-com,Inferless,https://inferless.com,data-infra,seed,india,global,developer,"[""Pricing"", ""Product"", ""Documentation"", ""Blog"", ""Link Five"", ""Link Six"", ""Link Seven"", ""Sign in""]",8,product-led,traditional-bar,,True,Deploy now,start-free-trial,2col,,0,,True,11,benefit-first,collage,False,Deploy now,True,,True,17,grayscale-static,,True,tweet-embed,,,False,[],False,[],list,4,False,False,False,False,False,False,False,isometric,tech-minimal,False,solid,#c6ff00,"[""#00480b"", ""#c6ff00"", ""#ffffff""]",False,all-serif,Karelia,Maisonneue book,64-96,custom-illustrated,isometric,False,gsap,True,,"[""blog"", ""documentation""]",,False,0,,,False,False,False,0,False,False,False,,book-demo-only,False,"[""GA4"", ""Posthog""]",False,webflow,unknown,False,False,False,True,False,"[""BreadcrumbList"", ""Organization""]",True,True,tier,6,False,True,True,False,True,False,True,,https://inferless.com/serverless-gpu,other,long-scroll,False,300-1000,,http://docs.inferless.com/,other,long-scroll,False,<300,,blog,10-50,basic,False,True,corporate,high,False,False,False,False,consistent,False,webflow,cloudflare,True,1,18,unknown,self-sign-up,13,consistent,[],0,medium,21,5,Lime-green accent on deep forest green creates striking contrast; isometric 3D infrastructure diagram communicates complexity simply,"Heavy jargon ('serverless GPUs', 'ML models') may alienate non-technical buyers; award badges above fold compete with hero message",Isometric infrastructure visualization with animated connection nodes suggests real-time deployment flow without animation,Serverless GPU infrastructure platform for ML model deployment with effortless scaling,
frugal-co,Frugal AI,https://frugal.co,ops-automation,seed,india,global,developer,"[""Product"", ""About Us"", ""Blog"", ""Contact"", ""contact us""]",5,product-led,traditional-bar,,False,Book Demo,book-demo,asymmetric,See how Frugal works,4,False,True,12,benefit-first,collage,False,Book Demo,True,,False,0,none,,False,none,,,False,[],True,"[""SOC2""]",none,0,True,False,False,False,False,False,False,mixed,tech-minimal,True,gradient,#2d62ff,"[""#2d62ff"", ""#00c853"", ""#008b4f"", ""#0097a7"", ""#ffffff"", ""#000000""]",False,all-serif,Aeonik,system-ui,<40px,custom-illustrated,hand-drawn,False,unknown,True,,"[""blog""]",,False,0,,,True,False,True,0,True,False,False,,book-demo-only,False,"[""GA4"", ""Clarity"", ""HubSpot""]",False,webflow,ssr,True,False,False,True,False,"[""WebPage""]",True,True,usage-based,0,False,False,False,False,False,False,False,,https://frugal.co/product,product,long-scroll,False,300-1000,,https://frugal.co/about,about,long-scroll,False,<300,,blog,10-50,basic,False,True,corporate,medium,False,False,False,False,consistent,False,webflow,cloudflare,True,10,25,unknown,book-demo,1,consistent,[],0,high,18,5,Hand-drawn robot illustration with green accent color theme; brand personality through custom iconography placed around hero,Dual primary CTAs (Book Demo + Explore Sandbox) may split user intent; unclear which conversion is prioritized,Illustrated robot hand holding cloud visual as metaphor for cloud cost optimization; playful yet technical aesthetic,AI-powered cloud cost optimization tool targeting developers with benefit-first messaging and dual conversion paths.,
repello-ai,Repello AI,https://repello.ai,security,seed,india,global,unknown,"[""Repello has been named in Gartner GenAI TRISM report  \u2192"", ""Blogs"", ""Resources"", ""Partner"", ""Get a demo""]",5,product-led,traditional-bar,,False,Get a demo,book-demo,1col-centered,Secure your AI. Outsmart attackers.,5,True,True,11,benefit-first,collage,False,Get a demo,True,,False,0,none,,True,video,,,True,"[""Gartner""]",True,"[""SOC2"", ""ISO27001"", ""CCPA""]",none,0,False,False,False,False,False,False,False,text-only,tech-minimal,True,gradient,#0000ee,"[""#0000ee"", ""#ffffff"", ""#1a1a1a""]",False,all-serif,Manrope,sans-serif,40-64,none,abstract-art,False,unknown,True,,"[""blog""]",,False,0,,,False,False,False,0,True,False,False,,book-demo-only,False,"[""GA4"", ""Segment"", ""Clarity"", ""Posthog""]",False,framer,ssr,True,False,False,True,False,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,https://repello.ai/./blog/standardizing-trust-repello-ai-named-in-gartner’s-emerging-tech-report-for-agentic-ai-security,solutions-by-industry,long-scroll,False,300-1000,,https://repello.ai/./blog,other,long-scroll,False,1000-3000,,blog,50+,basic,False,True,authoritative,high,False,False,False,True,consistent,False,framer,unknown,False,5,18,unknown,book-demo,1,consistent,[],0,medium,20,4,Dark gradient background with minimal floating threat labels emphasizing security urgency,Hero lacks visual product imagery or differentiating demo content to validate claims,"Threat labels floating in background (Data Poisoning, Privacy Violations, Data ex-filtration) as contextual threat indicators",Enterprise AI security platform protecting agentic workflows via threat detection and proactive defense.,
www-ema-ai,Ema,https://www.ema.ai/,agent-platforms,series-a,us,us,exec,[],0,product-led,traditional-bar,,False,Hire Ema,book-demo,2col,One employee Infinite roles,4,False,True,40,benefit-first,collage,False,Hire Ema,True,,True,45,grayscale-static,,False,none,,,False,[],True,"[""SOC2"", ""GDPR"", ""PCI""]",cards-grid,8,False,False,False,False,True,True,False,product-ui,corporate-clean,False,solid,#1f8844,"[""#1f8844"", ""#000000"", ""#ffffff"", ""#f5f5f5""]",False,unknown,satoshi,gtSuperDisplay,40-64,custom-illustrated,product-ui,False,unknown,True,,"[""blog"", ""case-studies""]",,False,0,,,False,False,False,0,True,True,False,,book-demo-only,False,"[""HubSpot""]",True,next,spa,False,True,False,True,True,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,,other,long-scroll,,unknown,,,other,long-scroll,,unknown,,blog,50+,basic,True,True,corporate,medium,False,False,False,True,consistent,False,custom,vercel,True,1,28,unknown,book-demo,12,consistent,[],0,medium,27,4,Product UI mockup integrated into hero showing agent interaction flow with customer support context,"Cookie notice overlays hero CTA buttons, reducing immediate conversion accessibility","Positioning single AI employee across infinite role archetypes (Clinician, Recruiter, Sales, Finance) rather than one-size-fits-all agent",Enterprise AI employee platform that adapts across business functions to automate specialized knowledge work.,
relevanceai-com,Relevance AI,https://relevanceai.com,agent-platforms,series-a,other,global,pm,"[""Pricing"", ""Sign in"", ""Contact sales""]",3,product-led,traditional-bar,,True,Talk to sales,contact-sales,asymmetric,"Scale GTM results, without scaling headcount",6,False,True,17,benefit-first,video,True,Product,True,,False,0,none,,True,video,,,False,[],True,"[""SOC2"", ""GDPR""]",alternating,4,True,False,True,False,True,True,False,product-ui,corporate-clean,True,solid,#5b5bff,"[""#5b5bff"", ""#0d162f"", ""#ffffff"", ""#e8e8f0""]",False,all-serif,Sora,Inter,64-96,custom-illustrated,product-ui,False,unknown,True,,"[""blog"", ""case-studies"", ""webinar""]",,True,0,,,True,False,False,0,False,True,False,,inline-form,False,"[""GA4"", ""HubSpot"", ""Posthog""]",True,astro,spa,False,True,False,True,False,[],True,True,tier,4,True,True,False,False,True,False,False,,,other,long-scroll,,unknown,,,other,long-scroll,,unknown,,blog,50+,basic,False,True,corporate,medium,False,False,False,True,consistent,False,webflow,vercel,True,5,22,unknown,contact-sales,8,consistent,"[""SSO""]",0,medium,23,5,"Split hero with live product UI showing AI task automation workflow on right side, creating immediate product context",Primary CTA 'Talk to sales' dominates but secondary 'Try for free' is less prominent despite free trial being lower friction,Live persona-driven workflow visualization (Sarah Chen Account Executive example) embedded in hero showing actual AI-assisted GTM tasks in real-time,"AI workforce platform for GTM teams to automate sales processes without scaling headcount, positioned as Copilot-to-Autopilot evolution.","Explicitly names Claude as underlying model capability in below-fold messaging, unusual level of transparency about AI foundation"
sybill-ai,Sybill,https://sybill.ai,sales-enablement,series-a,us,us,pm,"[""OverviewWhat is an AI sales assistant?"", ""Sybill\u2019s AIAI at every stage of the deal."", ""IntegrationsEmail, Slack, CRM, and more."", ""All features"", ""INTELLIGENCEAsk Sybill AI sales assistant anythingAnd stop digging through trans"", ""Deal inspectionQualify leads, track progress, spot risks early"", ""Coaching & performanceCoach yourself, coach reps, diagnose performance"", ""Buyer needs & intentUncover needs, blockers, and priorities across segments"", ""Competitor intelligenceTrack when, where, and how competitors show up"", ""Sales playsGet deal guidance from past wins and losses""]",10,product-led,traditional-bar,,False,Book a demo,book-demo,2col,Stop losing deals your best rep would have closed,9,False,True,28,benefit-first,collage,False,Book a demo,True,,True,15,grayscale-static,,True,video,,,False,[],True,"[""SOC2"", ""GDPR"", ""ISO27001"", ""PCI""]",none,0,False,False,False,False,False,False,False,product-ui,corporate-clean,False,solid,#414651,"[""#1e5ecf"", ""#ffffff"", ""#000000"", ""#f4a460"", ""#a0522d"", ""#9370db""]",False,all-serif,Ppfragment,Inter,40-64,custom-illustrated,abstract-art,False,unknown,False,,[],,False,0,,,False,False,False,0,True,True,False,,book-demo-only,False,"[""GA4"", ""HubSpot"", ""Amplitude""]",True,webflow,ssr,True,False,True,True,True,[],True,True,tier,6,True,True,True,False,True,False,True,,https://www.sybill.ai/meetings/magic-summary-old?,other,long-scroll,False,1000-3000,,https://www.sybill.ai/integrations?,other,long-scroll,False,300-1000,,blog,0-10,basic,True,True,corporate,high,False,False,False,True,consistent,False,webflow,cloudflare,True,24,39,unknown,book-demo,0,consistent,"[""Google""]",0,high,19,5,Colorful network diagram with buyer personas as nodes showing deal relationships and competitive context,"Heavy jargon density (deal slippage, buyer intent) may obscure value proposition for non-sales-ops buyers","Visual deal-context map showing how competitors, buyers, and deal stages interconnect as a knowledge graph",AI sales assistant that learns winning playbooks and helps reps execute deals like your best performer,
peec-ai,Peec AI,https://peec.ai,marketing-ops,series-a,eu,global,marketer,"[""Pricing"", ""Partnerships"", ""MCP"", ""Careers"", ""Log in"", ""Sign up""]",6,product-led,traditional-bar,,True,Start Free Trial,start-free-trial,1col-centered,AI search analytics for marketing teams,6,True,True,18,benefit-first,collage,False,Sign up,False,,False,0,none,,True,tweet-embed,,,False,[],True,"[""HIPAA"", ""GDPR""]",none,0,True,False,False,False,False,False,True,product-ui,corporate-clean,False,solid,#0000ee,"[""#0000ee"", ""#000000"", ""#ffffff""]",False,all-serif,Geist Variable,sans-serif,64-96,outline,product-ui,False,unknown,True,,"[""blog""]",,True,0,,,False,False,False,0,True,True,False,,inline-form,False,"[""HubSpot"", ""Posthog""]",True,framer,ssr,True,False,False,True,False,[],True,True,tier,5,True,True,True,True,False,False,False,,https://peec.ai/./partnerships,other,long-scroll,False,300-1000,,https://peec.ai/./mcp,other,long-scroll,False,300-1000,,blog,10-50,basic,False,True,corporate,medium,False,False,False,False,consistent,False,framer,unknown,False,4,17,unknown,start-free-trial,7,consistent,[],0,medium,20,5,Dual CTA strategy with 'Talk to Sales' and 'Start Free Trial' prominently positioned below hero copy,"Heavy feature metrics (Visibility, Position, Sentiment) introduced in subheadline may overwhelm first-time visitors unfamiliar with search analytics","Embedded competitive dashboard comparison (HubSpot, Salesforce, Pipedrive) directly in hero area showing real-time AI visibility metrics across competitors",AI search analytics platform enabling marketing teams to track and improve brand performance across AI search engines.,
kapa-ai,Kapa.ai,https://kapa.ai,dev-tools,seed,us,global,developer,"[""Customers"", ""Resources"", ""Pricing"", ""Sign In"", ""Book a demo"", ""Try for free""]",6,product-led,traditional-bar,,True,Try for free,start-free-trial,1col-centered,The answers are in your docs.Nobody can find them.,9,False,True,30,benefit-first,video,True,Try for free,True,,False,0,none,,True,video,,,False,[],True,"[""SOC2"", ""GDPR"", ""CCPA""]",none,0,True,False,True,False,True,False,False,mixed,tech-minimal,False,solid,#0000ee,"[""#0000ee"", ""#ffffff"", ""#1a1a1a""]",False,all-serif,Darker Grotesque,sans-serif,64-96,custom-illustrated,product-ui,False,unknown,True,,"[""blog"", ""case-studies""]",,False,0,,,True,False,False,0,True,False,False,,inline-form,False,"[""GA4"", ""Posthog""]",True,framer,spa,False,True,False,True,False,[],True,False,usage-based,0,False,True,False,False,False,False,False,,https://kapa.ai/./customer-stories,customers,long-scroll,False,<300,,https://kapa.ai/./blog,other,long-scroll,False,300-1000,,blog,0-10,basic,False,True,authoritative,medium,False,False,True,False,consistent,False,framer,unknown,False,4,17,unknown,free-trial,0,consistent,"[""SSO""]",0,high,19,5,Dark minimal hero with bold typography and live product demo mockup embedded below,Problem-first headline may overshadow the solution value prop clarity,AI chatbot embedded in hero demo showing real-time interaction with n8n docs knowledge base,AI documentation agent platform enabling teams to build accurate support chatbots from technical docs in hours.,
coderabbit-ai,Coderabbit,https://coderabbit.ai,coding-agents,series-b,us,global,developer,"[""Learn more"", ""Agent"", ""Enterprise"", ""Customers"", ""Pricing"", ""Blog"", ""Resources"", ""Docs"", ""Trust Center"", ""Contact Us""]",10,product-led,traditional-bar,,True,Try it for free,start-free-trial,2col,"Cut code review time & bugs in half, instantly.",9,False,True,15,benefit-first,collage,False,,,,False,0,none,,True,video,,,False,[],True,"[""SOC2"", ""GDPR""]",mixed,5,False,False,False,True,False,False,False,product-ui,terminal-hacker,False,patterned,#ff6b35,"[""#ff6b35"", ""#ffffff"", ""#1a1a1a"", ""#4a4a4a""]",False,unknown,scandia,IBM Plex Mono,64-96,custom-illustrated,product-ui,False,unknown,True,,"[""blog""]",,True,0,,,False,False,True,0,True,True,False,,inline-form,False,"[""GA4"", ""Segment"", ""HubSpot"", ""Posthog""]",True,next,spa,False,True,True,True,False,"[""Organization"", ""WebSite""]",True,True,usage-based,0,True,True,True,False,True,False,True,,https://www.coderabbit.ai/agent?,other,long-scroll,False,1000-3000,,https://www.coderabbit.ai/enterprise?,other,long-scroll,False,300-1000,,blog,10-50,basic,True,True,founder-voice,medium,False,False,True,False,consistent,False,custom,vercel,True,15,60,unknown,free-trial,8,consistent,[],0,medium,20,5,Dark terminal-inspired UI with orange accent and embedded code review screenshot as hero visual,Primary color mismatch between deterministic hint (#aba7b6) and actual brand orange (#ff6b35) creates ambiguity,Real code review output embedded directly in hero with live bot comments and severity badges,AI-powered code review agent for developers that cuts review time and bugs in half with instant feedback.,Dual CTA strategy: 'Learn more' banner at top + 'Try it for free' in hero suggests nurture funnel beyond immediate conversion
braintrustdata-com,Braintrust,https://braintrustdata.com,dev-tools,series-b,us,global,unknown,"[""Docs"", ""Customers"", ""Blog"", ""Pricing"", ""Contact sales"", ""Sign in"", ""Sign up""]",7,product-led,traditional-bar,,True,Start building,sign-up,1col-centered,Ship quality AI at scale,5,True,True,15,benefit-first,video,True,Watch video,True,,True,8,grayscale-static,,False,none,,,False,[],True,"[""SOC2"", ""HIPAA"", ""GDPR"", ""PCI""]",none,0,False,False,False,False,False,True,False,mixed,tech-minimal,False,solid,#5b4ef5,"[""#5b4ef5"", ""#ffffff"", ""#000000""]",False,sans-sans,btSans,Inter,40-64,custom-illustrated,abstract-art,False,unknown,True,,"[""blog"", ""case-studies"", ""ebooks""]",,True,3,,,False,True,False,0,True,False,False,,inline-form,False,"[""GA4"", ""Segment""]",False,next,ssr,True,False,True,True,False,"[""Organization"", ""SoftwareApplication"", ""WebSite""]",True,True,tier,6,False,True,False,False,False,True,False,,https://braintrustdata.com/docs,other,long-scroll,False,<300,,https://braintrustdata.com/customers,customers,long-scroll,False,300-1000,,blog,50+,basic,False,True,founder-voice,medium,False,False,False,False,consistent,False,custom,vercel,True,0,99,unknown,self-sign-up,20,consistent,"[""SSO""]",0,high,17,5,"Abstract vertical bar visualization as hero graphic, representing data traces and evaluations in minimalist form",Primary CTA button ('Start building') competes visually with secondary 'Contact sales' button; inconsistent CTA hierarchy,"Data trace visualization using vertical dashes and dots as abstract pattern background, replacing typical product screenshots or 3D renders","AI observability platform enabling developers to evaluate, monitor, and improve production AI systems at scale.",Deterministic hint shows primary_color_hex as #094135 (dark teal) but visible button and branding clearly use vibrant blue (#5b4ef5); screenshot takes precedence.
glean-com,Glean,https://glean.com,ops-automation,series-c,us,us,ops,"[""Register now"", ""Customers"", ""About"", ""Sign in"", ""Get a demo""]",5,audience-led,traditional-bar,,False,Get a demo,book-demo,2col,Work AI that works for retail.,6,True,True,19,benefit-first,collage,False,Register now,True,,True,594,grayscale-static,,True,video,,,True,"[""Gartner"", ""Forrester""]",True,"[""CCPA""]",cards-grid,5,True,False,False,False,False,True,False,mixed,corporate-clean,True,gradient,#343ced,"[""#343ced"", ""#ffffff"", ""#f0f2ff""]",False,all-serif,Polysans Neutral,Polysans Neutral,40-64,custom-illustrated,abstract-art,False,gsap,True,,"[""blog"", ""webinar""]",,False,0,,,False,False,False,0,False,False,False,,book-demo-only,False,[],False,webflow,spa,False,True,False,True,False,"[""Corporation""]",True,True,usage-based,0,False,True,True,False,True,True,True,,https://glean.com/glean-live,other,long-scroll,True,1000-3000,,https://glean.com/resources/customer-stories,customers,long-scroll,False,1000-3000,,blog,50+,basic,True,True,corporate,medium,False,False,False,False,consistent,False,webflow,cloudflare,True,11,16,unknown,book-demo,2,consistent,[],0,high,17,5,Asymmetric product showcase with animated agent illustrations on right; blue gradient backdrop with floating integration icons,Cookie consent modal obscures hero content; 'Register now' in banner and 'Get a demo' as primary CTA creates dual conversion paths,"Integrated use-case cards with checkmark lists (e.g., 'Can you do a 360 on Acme Corp?') demonstrating agent capabilities inline",Enterprise AI work platform enabling retail employees with AI assistants and agents powered by company knowledge.,
writer-com,Writer,https://writer.com,marketing-ops,series-c,us,global,marketer,"[""Try for free"", ""Product"", ""Solutions"", ""Research"", ""Plans"", ""Customers"", ""Resources""]",7,product-led,traditional-bar,,True,Try for free,start-free-trial,asymmetric,Your best marketer can’t be everywhere. Their AI agents can.,10,True,False,0,benefit-first,collage,False,Try for free,True,,True,28,grayscale-static,,True,named-headshot,,,True,"[""G2""]",True,"[""PCI""]",cards-grid,4,False,False,True,False,False,False,False,mixed,corporate-clean,True,gradient,#5551ff,"[""#5551ff"", ""#ffffff"", ""#000000""]",False,serif-sans,Poppins,CanelaDeck,64-96,custom-illustrated,photo,False,unknown,True,,"[""blog"", ""ebooks"", ""webinar""]",,False,5,,,True,False,True,0,False,True,False,,inline-form,False,"[""GA4"", ""Segment"", ""HubSpot""]",True,wordpress,spa,False,True,True,True,False,[],True,False,tier,3,True,True,True,False,True,True,True,,https://app.writer.com/register,other,long-scroll,False,unknown,,https://writer.com/research/,other,long-scroll,False,300-1000,,blog,50+,basic,True,True,authoritative,medium,False,False,False,False,consistent,False,contentful,other,True,20,41,unknown,book-demo,16,consistent,[],0,high,18,5,Purple accent color paired with genuine human photography overlaid with use-case cards creating conversational UI depth,Cookie consent banner obscures lower hero content and competes for attention with main CTA,AI agents framed as delegation partners rather than tools; marketing-specific personas with actual workflow examples,Enterprise AI agent platform enabling marketers to automate and delegate work through AI rather than prompt tools.,Primary CTA is 'Try for free' in nav but hero shows 'Request a demo'—mixed conversion strategy for same audience segment
